Lower lip pit	HP:0000196
Hyperplasia of facial adipose tissue	None
Increased amount of facial fat	None
Hypertrophy of facial adipose tissue	None
Increased amount of facial adipose tissue	None
Abnormal size of the dental root	None
Prominence of frontal region	None
Bulging forehead	None
Pronounced forehead	None
Protruding forehead	None
Prominent forehead	None
Delayed closure of the anterior fontanelle	None
Late closure of soft spot on the skull	None
Late closure of the bregma sutures	None
Later than typical closing of soft spot of skull	None
Delayed closure anterior fontanel	None
Late closure of large anterior fontanel	None
Late closure of anterior fontanelle	None
Persistent anterior fontanelle	None
Delayed closure of the soft spot on the skull	None
Delayed closure of the bregma sutures	None
Delayed closure of anterior fontanelle	None
Parietal encephalocele	None
Anomaly of the lower lip	None
Abnormality of lower lip	None
Deformity of the lower lip	None
Malformation of the lower lip	None
Cleft in cranial base	None
Cleft in skull base	None
Hypoplasia of the lacrimal punctum	None
Hypoplastic lacrimal puncta	None
Hypoplasia of the lacrimal puncta	None
Bilateral obstruction of the rear opening of the nasal cavity	None
Bilateral choanal atresia	None
Bilateral blockage of the rear opening of the nasal cavity	None
Abnormal vein of face	None
Abnormal facial vein morphology	None
Abnormality of facial vein	None
Elevated nasal bridge	None
High nasal bridge	None
Convex bridge of nose	None
Prominent bridge of nose	None
Protruding bridge of nose	None
Convex nasal bridge	None
Prominent nasal bridge	None
Prominent nasal root	None
Protruding nasal bridge	None
Small paranasal sinus	None
Decreased pneumatization of paranasal sinus	None
Hypotrophic paranasal sinus	None
Decreased volume of paranasal sinus	None
Decreased size of paranasal sinus	None
Atelectasis of paranasal sinus	None
Decreased growth of paranasal sinus	None
Paranasal sinus hypoplasia	None
Underdevelopment of paranasal sinus	None
Hooded lower eyelid	None
Abnormality of palatine uvula	None
Abnormality of the uvula	None
Violet lip discoloration	None
Atony of facial musculature	None
Facial hypotonia	None
Low facial muscle tone	None
Decreased facial muscle tone	None
Reduced facial muscle tone	None
Hypotonic facies	None
Dacryocystitis	None
Dacrocystitis	None
Infection of the lacrimal sac	None
Failure of development of maxillary premolar	None
Missing upper bicuspid	None
Failure of development of maxillary bicuspid	None
Missing upper premolar	None
Absence of maxillary bicuspid	None
Agenesis of maxillary bicuspid	None
Absence of maxillary premolar	None
Missing maxillary premolar	None
Agenesis of maxillary premolar	None
Absence of upper premolar	None
Oral melanotic macule	None
Melanotic macule of oral mucosa	None
Left unilambdoid synostosis	None
Extra upper front tooth	None
Supernumerary maxillary incisor	None
Large beaked nose	None
Abnormality of blood vessel of head	None
Abnormality of head blood vessel	None
Abnormality of vasculature of head	None
Aphthous stomatitis	None
Buccal aphthous ulcers	None
Recurrent aphthous stomatitis	None
Recurrent canker sores	None
Recurrent aphthous ulcers	None
Congenital extraocular muscle anomaly	None
Nasal hypoplasia	None
Hypoplastic nose	None
Shortened nose	None
Small nose	None
Decreased length of nose	None
Short nose	None
Rhinitis	None
Nasal inflammation	None
Myopathic face	None
Myopathic facial appearance	None
Myopathic facies	None
Abnormality of the mastoid	None
Abnormality of mastoid process of temporal bone	None
Abnormality of lingual muscle	None
Abnormality of the tongue muscle	None
Peg shaped upper lateral incisors	None
Conoid upper lateral incisors	None
Conical maxillary lateral incisors	None
Cone shaped upper lateral incisors	None
Peg laterals	None
Peg-shaped maxillary lateral incisors	None
Pointed upper lateral incisors	None
Defect of palpebral conjunctiva	None
Absent mastoids	None
Failure of development of mastoid	None
Absent mastoid	None
Mastoid agenesis	None
Premaxillary bone retrusion	None
Decreased size of the primary palate bone	None
Hypoplasia of the premaxilla	None
Premaxillary retrusion	None
Small primary palate bone	None
Premaxillary bone deficiency	None
Premaxillary underdevelopment	None
Underdevelopment of the premaxilla	None
Hypoplasia of the primary palate bone	None
Decreased size of premaxilla	None
Primary palate bone deficiency	None
Small premaxilla	None
Hypoplasia of the intermaxillary bone	None
Underdevelopment of the primary palate bone	None
Primary palate bone retrusion	None
Underdevelopment of premaxilla	None
Gingival inflammation	None
Gingivitis	None
Inflamed gums	None
Red and swollen gums	None
Abnormality of skull size	None
Abnormality of head size	None
Abnormality of cranium size	None
Abnormality of body height	None
Increased linear growth	None
Tall stature	None
Accelerated linear growth	None
Increased body height	None
Delayed pubertal growth	None
Delayed pubertal development	None
Pubertal delay	None
Delayed puberty	None
Pituitary dwarfism	None
Growth abnormality	None
Growth issue	None
Abnormal growth	None
Faltering weight	None
Undergrowth	None
Failure to thrive	None
Postnatal failure to thrive	None
Poor weight gain	None
Weight faltering	None
Growth delay	None
Delayed growth	None
Growth retardation	None
Poor growth	None
Growth deficiency	None
Very poor growth	None
Retarded growth	None
Growth failure	None
Intrauterine retardation	None
IUGR	None
Prenatal onset growth retardation	None
Prenatal-onset growth retardation	None
Small for gestational age infant	None
Intrauterine growth failure	None
Intrauterine growth restriction	None
Prenatal growth retardation	None
Intrauterine growth retardation, IUGR	None
Prenatal growth failure	None
Prenatal growth deficiency	None
Intrauterine growth retardation	None
In utero growth retardation	None
Having too much body fat	None
Obesity	None
Low birth weight	None
Birth weight less than 10th percentile	None
Small for gestational age	None
Dolichostenomelia	None
Reduced upper-lower segment ratio	None
Marfanoid body habitus	None
Marfanoid habitus	None
Disproportionate tall stature	None
Fetal macrosomia	None
Birthweight > 90th percentile	None
Macrosomia, neonatal	None
Macrosomia	None
Large for gestational age	None
Birth weight > 90th percentile	None
Severe weight faltering	None
Severe postnatal failure to thrive	None
Severe failure to thrive	None
Marked failure to thrive	None
Severe faltering weight	None
Hemihypertrophy	None
Asymmetric limb hypertrophy	None
Asymmetric overgrowth	None
Mild growth deficiency	None
Postnatal onset of mild growth retardation	None
Mild postnatal growth retardation	None
Faltering weight in infancy	None
Failure to thrive in first year of life	None
Weight faltering in infancy	None
Failure to thrive in infancy	None
Thin build	None
Asthenic habitus	None
Thin body habitus	None
Slender build	None
General overgrowth	None
Overgrowth	None
Fetal overgrowth	None
Generalized overgrowth	None
Weight loss	None
Centripetal obesity	None
Truncal obesity	None
Situs inversus visceralis	None
Abdominal situs inversus	None
Situs inversus viscerum	None
Short stature, severe disproportionate	None
Short stature, disproportionate	None
Disproportionate short stature	None
Mild short stature	None
short stature, mild	None
Relative short stature	None
Proportionate short stature	None
Short stature, proportionate	None
Proportionate small stature	None
Dwarfism	None
Short stature, severe	None
Proportionate dwarfism	None
Severe short stature	None
Short stature, extreme	None
Birth length greater than 97th percentile	None
Disproportionate short-trunked dwarfism	None
Short-trunked dwarfism	None
Disproportionate short-trunked short stature	None
Disproportionate short-trunk short stature	None
Birth length < 3rd percentile	None
Birth length less than 3rd percentile	None
Birth length <3rd percentile	None
Eunuchoid habitus	None
Decreased body height	None
Stature below 3rd percentile	None
Short stature	None
Height less than 3rd percentile	None
Small stature	None
Abnormality of habitus	None
Abnormality of body weight	None
Increased body weight	None
Weight gain	None
Low weight	None
Decreased weight	None
Low body weight	None
Decreased body weight	None
Weight less than 3rd percentile	None
Cachexia	None
Wasting syndrome	None
Rhizomelic arm shortening	None
Mesomelic/rhizomelic limb shortening	None
Rhizo-meso-acromelic limb shortening	None
Short stature, mesomelic	None
Mesomelic short stature	None
Mesomelic dwarfism	None
Dwarfism, short limb mesomelic	None
Short stature, disproportionate mesomelic	None
Intrauterine growth retardation, severe	None
Severe intrauterine growth retardation	None
Severe prenatal growth deficiency	None
Short stature, moderate	None
Moderate short stature	None
Moderately short stature	None
Severe growth delay in children	None
Severe postnatal growth deficiency	None
Severe postnatal growth retardation	None
Severe postnatal growth failure	None
Marked growth retardation	None
Moderate growth delay in children	None
Moderate postnatal growth retardation	None
Neonatal short-trunk short stature	None
Short-trunk dwarfism identifiable at birth	None
Faltering weight secondary to recurrent infections	None
Weight faltering secondary to recurrent infections	None
Failure to thrive secondary to recurrent infections	None
Short stature, disproportionate short limb	None
Short-limb dwarfism	None
Dwarfism, short-limbed	None
Short-limbed dwarfism	None
Disproportionate short limb dwarfism	None
Disproportionate short-limb short stature	None
Short limb dwarfism	None
Micromelic dwarfism	None
Brachymelic dwarfism	None
Short stature, disproportionate short-limb	None
Short limb dwarfism, disproportionate	None
Mild intrauterine growth retardation	None
Mild prenatal growth deficiency	None
Severe short-limb dwarfism	None
Postnatal growth failure	None
Postnatal growth retardation	None
Postnatal growth deceleration	None
Growth delay as children	None
Postnatal growth deficiency	None
Growth retardation as children	None
Rhizomelia	None
Rhizomelic short stature	None
Rhizomelic dwarfism	None
Rhizomelic limb shortening	None
Short stature, rhizomelic	None
Disproportionately short upper portion of limb	None
Symmetrical rhizomelic limb shortening	None
Rhizomelic short limbs	None
Rhizomelic shortening	None
Lethal micromelic dwarfism	None
Lethal short-limbed dwarfism	None
Lethal short-limbed short stature	None
Childhood-onset truncal obesity	None
Truncal obesity apparent in childhood	None
Neonatal short-limbed dwarfism	None
Short limb dwarfism recognizable at birth	None
Short-limb dwarfism identifiable neonatally	None
Dwarfism, neonatal short-limbed	None
Neonatal short-limb short stature	None
Short-limbed dwarfism identifiable at birth	None
Short-limb dwarfism identifiable at birth	None
Disproportionate short-trunk short stature, identifiable in childhood	None
Childhood-onset short-trunk short stature	None
Short-trunk dwarfism identifiable during childhood	None
Asymmetric short stature	None
Lethal short-trunk dwarfism	None
Lethal short-trunk short stature	None
Childhood onset short-limb short stature	None
Short-limb dwarfism identifiable during childhood	None
Short-trunk dwarfism, identifiable in infancy	None
Infancy onset short-trunk short stature	None
Proportionate tall stature	None
Moderate intrauterine growth retardation	None
Right atrial isomerism	None
Left atrial isomerism	None
Abnormality of abdominal situs	None
Rhizomelic leg shortening	None
Delayed start of first period	None
Delayed menarche	None
Abdominal obesity	None
Central obesity	None
Abnormal upper to lower segment ratio	None
Reduced upper to lower segment ratio	None
Increased upper to lower segment ratio	None
Delayed adrenarche	None
Obesity grade 1	None
Class I obesity	None
Class II obesity	None
Obesity grade 2	None
Obesity grade 3	None
Class III obesity	None
Overweight	None
Delayed thelarche	None
Increased body fat percentage	None
Heterotaxia	None
Heterotaxy	None
Absent adolescent growth spurt	None
Absent pubertal growth spurt	None
Increased BMI	None
Increased body mass index	None
Bronchial isomerism	None
Abdominal situs ambiguus	None
Abnormal waist to hip ratio	None
Increased waist-hip ratio	None
Increased waist-to-hip ratio	None
Increased waist to hip ratio	None
Increased WHR	None
Decreased waist-hip ratio	None
Decreased waist-to-hip ratio	None
Decreased WHR	None
Decreased waist to hip ratio	None
Isomerism	None
Left-sided isomerism	None
