Inguinal hernia	HP:0000023
Aplasia sinus frontalis	None
Missing frontal sinus	None
Broad mandible	None
Broad lower face	None
Wide mandible	None
Wide jaw	None
Broad jaw	None
Absence of primary maxillary lateral incisor	None
Agenesis of deciduous maxillary lateral incisor	None
Agenesis of primary maxillary lateral incisor	None
Failure of development of primary maxillary lateral incisor	None
Missing primary maxillary lateral incisor	None
Absence of deciduous maxillary lateral incisor	None
Missing deciduous maxillary lateral incisor	None
Failure of development of deciduous maxillary lateral incisor	None
Crooked nasal septum	None
Crooked septum of nose	None
Deviated nasal septum	None
Deviated septum of nose	None
Deformity of the orbital region of the face	None
Abnormality of the orbital region	None
Anomaly of the orbital region of the face	None
Abnormality of the eye region	None
Malformation of the orbital region of the face	None
Abnormality of the region around the eyes	None
Deformational plagiocephaly	None
Asymmetry of the posterior skull	None
Rhomboid shaped head	None
Positional plagiocephaly	None
Asymmetry of the posterior cranium	None
Flattening of cranium	None
Rhomboid shaped skull	None
Flat head	None
Flattening of skull	None
Flat head syndrome	None
Flattening of head	None
Asymmetry of the posterior head	None
Rhomboid shaped cranium	None
Plagiocephaly	None
Flattening of cranial vault	None
Short upper eyelid	None
Hypotrophic upper eyelid	None
Decreased size of upper eyelid	None
Underdevelopment of upper eyelid	None
Hypoplasia of the upper eyelids	None
Small upper eyelid	None
Abnormality of the nasal tip	None
Deformity of the nasal tip	None
Abnormality of tip of nose	None
Malformation of tip of nose	None
Deformity of tip of nose	None
Malformation of the nasal tip	None
Gingival overgrowth	None
Hypertrophic gingivitis	None
Gum enlargement	None
Oral soft tissue hyperplasia	None
Gingival enlargement	None
Gingival hyperplasia	None
Gum hypertrophy	None
Decreased volume of lip	None
Thin lips	None
Decreased volume of lip vermillion	None
Thin vermilion borders	None
Thin vermillion	None
Thin vermilion border	None
Failure of development of permanent molar	None
Absence of adult molar	None
Missing permanent molar	None
Absence of permanent molar	None
Agenesis of secondary molar	None
Missing adult molar	None
Agenesis of permanent molar	None
Failure of development of secondary molar	None
Unilateral facial muscle weakness	None
Unilateral facial palsy	None
Unilateral facial muscle paralysis	None
Unilateral facial weakness	None
Unilateral facial paralysis	None
Paralysis of one side of the face	None
Weakness of one side of the face	None
Underdevelopment of eyelid	None
Hypoplasia of eyelid	None
Small eyelid	None
Decreased size of eyelid	None
Short eyelid	None
Early closure of the fontanelles	None
Obliterated fontanelles	None
Premature closure of the bregma sutures	None
Early closure of the cranial sutures	None
Premature closure of fontanelles	None
Premature closure of the cranial sutures	None
Early closure of the bregma sutures	None
Abnormality of fontanelles	None
Anomaly of the fontanelles	None
Hamartoma of the eye	None
Prominent maxilla	None
Hypertrophy of maxilla	None
Increased projection of upper jaw	None
Increased size of upper jaw	None
Big maxilla	None
Hyperplasia of upper jaw	None
Maxillary hyperplasia	None
Upper jaw bone excess	None
Increased projection of maxilla	None
Maxillary prominence	None
Hypertrophy of upper jaw	None
Hyperplasia of the maxilla	None
Large maxilla	None
Upper jaw excess	None
Maxillary macrognathia	None
Prognathia of the upper jaw	None
Maxillary prognathia	None
Prominent upper jaw	None
Increased size of maxilla	None
Maxillary excess	None
Large upper jaw	None
Big upper jaw	None
Anterior open bite	None
Cleft in cranial base	None
Cleft in skull base	None
Abnormality of molar	None
Flattening of alveolar margin	None
Atrophy of alveolar processes of jaw	None
Shrinking of gum ridges	None
Atrophy of alveolar margins	None
Flattening of alveolar ridges	None
Resorption of alveolar margins	None
Shrinking of alveolar ridges	None
Resorption of alveolar ridges	None
Flattening of alveolar processes of jaw	None
Resorption of alveolar processes of jaw	None
Atrophy of alveolar ridges	None
Flattening of gum ridges	None
Alveolar bone loss	None
Anterior encephalocele	None
Eyelids stay open	None
Inability to close the eyelids	None
Lagopthalmos	None
Chin, vertical crease	None
Cleft chin	None
Chin with vertical crease	None
Chin with vertical sulcus	None
Vertical menton crease	None
Chin with vertical furrow	None
Chin with vertical groove	None
Vertical chin skin cleft	None
Widely-spaced teeth	None
Multiple diastemata	None
Widely spaced teeth	None
Wide-spaced teeth	None
Generalized dental spacing	None
Generalized spacing of teeth	None
Depressed tip of nose	None
Flat tip of nose	None
Flat nasal tip	None
Nasal tip, retruded	None
Nasal tip, depressed	None
Caved in nasal tip	None
Nasal tip, recessed	None
Depressed nasal tip	None
Retruded tip of nose	None
Flattened nasal tip	None
Abnormal morphology of the face	None
Dysmorphic facies	None
Distinctive facies	None
Malformation of face	None
Distortion of face	None
Facial dysmorphism	None
Unusual facies	None
Unusual facial appearance	None
Funny looking face	None
Deformity of face	None
Abnormal facial shape	None
Dysmorphic facial features	None
Thin eyebrow	None
Thin eyebrows	None
Increased width of base of nose	None
Increased width of nasal base	None
Wide nasal base	None
Broad nasal base	None
Broad base of nose	None
Wide base of nose	None
Short lower eyelid	None
Decreased size of lower eyelid	None
Small lower eyelid	None
Hypoplasia of the lower eyelids	None
Underdevelopment of lower eyelid	None
Hypotrophic lower eyelid	None
Curly eyelashes	None
Broad alveolar ridges	None
Broad alveolar processes of jaw	None
Wide gum ridges	None
Widened alveolar ridges	None
Broad alveolar margins	None
Wide alveolar processes of jaw	None
Wide alveolar margins	None
Pulp canal obliteration	None
Narrowing of pulp chamber of tooth	None
Reduced size of pulp chamber of tooth	None
Small pulp chamber of tooth	None
Obliteration of the pulp chamber	None
Crescent/chevron-shaped pulp chambers	None
Depressed dorsum of nose	None
Flat nose	None
Recessed nasal dorsum	None
Retruded nasal dorsum	None
Depressed nasal dorsum	None
Recessed dorsum of nose	None
Recessed nasal ridge	None
Retruded nasal ridge	None
Flat dorsum of nose	None
Retruded dorsum of nose	None
Depressed nasal ridge	None
Flat nasal dorsum	None
Muscle twitches in eye lid	None
Fasciculation of the eyelid	None
Muscle twitches in eyelid	None
Eyelid fasciculation	None
Eyelid fluttering	None
Twitching around eyes	None
Potter facies	None
Lower jaw bone infection	None
Osteomyelitis, especially of the mandible	None
Mandibular osteomyelitis	None
Abnormally small eyelid	None
Microblepharia	None
Aplasia of the lower jaw bone	None
Failure of development of mandible	None
Mandibular aplasia	None
Absence of lower jaw bones	None
Absent mandible	None
Missing lower jaw	None
Absence of mandible	None
Agenesis of the mandible	None
Agnathia	None
Failure of development of lower jaw	None
Absence of lower jaw bone	None
Absence of lower jaw	None
Paramedian facial cleft	None
Increased thickness of cranial vault	None
Thickened calvarium	None
Increased thickness of cranium	None
Increased thickness of calvarium	None
Thick calvaria	None
Calvarial thickening	None
Increased thickness of calvaria	None
Thickened cranium	None
Calvarium thickened	None
Thickened skull cap	None
Thickened cranial vault	None
Thickened calvaria	None
Increased calvarial thickness	None
Thick calvarium	None
Increased thickness of skull cap	None
Thickening of the calvaria	None
Missing lower lateral incisor	None
Agenesis of mandibular lateral incisor	None
Absence of mandibular lateral incisor	None
Failure of development of mandibular lateral incisor	None
Absence of lower lateral incisor	None
Missing mandibular lateral incisor	None
Small oral aperture	None
Narrow mouth	None
Microstomia	None
Small mouth	None
Anterior fontanelle open in adults	None
Persistent, open anterior fontanel	None
Persistent open anterior fontanelle	None
Front fontanelle stays open	None
Small pituitary fossa	None
Hypoplasia of pituitary fossa	None
Hypoplasia of sella turcica	None
Hypoplasia of hypophseal fossa	None
Small sella turcica	None
Small hypophyseal fossa	None
Abnormal shape of the occiput	None
Abnormal shape of posterior head	None
Abnormal shape of posterior skull	None
Abnormal shape of posterior cranium	None
Abnormal shape of the back of the skull	None
Abnormal shape of the back of the head	None
Absence of deciduous mandibular lateral incisor	None
Agenesis of deciduous mandibular lateral incisor	None
Missing deciduous mandibular lateral incisor	None
Missing primary mandibular lateral incisor	None
Absence of lower front baby tooth	None
Failure of development of primary mandibular lateral incisor	None
Failure of development of deciduous mandibular lateral incisor	None
Agenesis of primary mandibular lateral incisor	None
Absence of primary mandibular lateral incisor	None
Boxer-like facial appearance	None
Pugilistic facial appearance	None
Pugilistic facies	None
Lack of eyebrow arch	None
Straight eyebrows	None
Lack of eyebrow curvature	None
Straight eyebrow	None
Horizontal eyebrow	None
Flat eyebrow	None
Forward directed upper incisors	None
Proclination of the upper incisors	None
Protruding upper incisors	None
Forward slanting upper incisors	None
Vertical clivus	None
Mouth sore	None
Oral ulcer	None
Mouth ulcer	None
Oral mucosal ulceration	None
Abnormal head	None
Head abnormality	None
Abnormality of the head	None
Abnormal size of the dental root	None
Fullness of columella	None
Columella, broad	None
Increased width of columella	None
Broad columella	None
Columella, wide	None
Hyperplasia of columella	None
Midline facial cleft	None
Tessier facial cleft number 0	None
Tessier facial cleft number 14	None
Drooling	None
Dribbling	None
Sialorrhea	None
Absent upper lateral incisors	None
Missing upper lateral incisor	None
Absence of maxillary lateral incisor	None
Missing maxillary lateral incisor	None
Failure of development of maxillary lateral incisor	None
Absence of upper lateral incisor	None
Agenesis of maxillary lateral incisor	None
Small forehead	None
Decreased size of frontal region of face	None
Hypotrophic forehead	None
Hypoplasia of forehead	None
Decreased size of forehead	None
Bilateral cheiloschisis	None
Right and left cleft lip	None
Both sided cleft lip	None
Bilateral cleft lip	None
Malformed lacrimal duct	None
Malformed tear ducts	None
Elongated sella turcica	None
Tessier number 8 facial cleft	None
Conjunctival whitish salt-like deposits	None
Philtrum, Midline Sinus	None
Central sinus of philtrum	None
Midline sinus of philtrum	None
Meibomian gland dysfunction	None
Posterior blepharitis	None
Meibomian gland disease	None
Selective tooth agenesis	None
Failure of development of a tooth	None
Agenesis of a tooth	None
Absence of a tooth	None
Missing a tooth	None
Geographic tongue	None
Glossitis areata exfoliativa	None
Delayed eruption	None
Delayed dental eruption	None
Delayed teeth eruption	None
Delayed tooth eruption	None
Delayed eruption of teeth	None
Late eruption of teeth	None
Eruption, delayed	None
Delayed dental development	None
Late tooth eruption	None
Buried tooth	None
Retained tooth	None
Impacted tooth	None
Hyperplasia of foramen magnum	None
Big foramen magnum	None
Increased diameter of foramen magnum	None
Wide foramen magnum	None
Increased circumference of foramen magnum	None
enlarged foramen magnum	None
Large foramen magnum	None
Dilation of foramen magnum	None
Decreased nasal breadth	None
Decreased nasal width	None
Narrow nose	None
Thin nose	None
Hooded upper eyelid	None
Pansynostosis	None
Sysnostosis of all cranial sutures	None
Increased width of neck	None
Thick neck	None
Wide neck	None
Broad neck	None
Anomaly of the pituitary fossa	None
Anomaly of the hypophysial fossa	None
Abnormality of the sella turcica	None
Anomaly of the sella turcica	None
Abnormality of the hypophysial fossa	None
Abnormality of the pituitary fossa	None
Dagger-shaped pulp calcifications	None
Dagger shaped pulp stones	None
Dagger shaped pulp denticles	None
Increased width of chin	None
Wide chin	None
Increased width of menton region	None
Broad chin	None
Small anterior nasal spine	None
Decreased size of anterior nasal spine	None
Hypotrophic anterior nasal spine	None
Underdevelopment of anterior nasal spine	None
Decreased length of anterior nasal spine	None
Hypoplasia of the anterior nasal spine	None
Deficiency of anterior nasal spine	None
Decreased projection of anterior nasal spine	None
Polys of nose	None
Nasal polyps	None
Nasal polyposis	None
Absent palatine bone ossification	None
Absence of palatine bone mineralization	None
Absence of palatine bone formation	None
Absence of palatine bone calcification	None
Ectropion of lower eyelids	None
Everted lower eyelids	None
Lower eyelid folded out	None
Lower eyelid turned out	None
Cartilaginous nasal ossification	None
Cartilaginous ossification of nose	None
Underdevelopment of bone of forehead	None
Small bone of forehead	None
Decreased size of bone of forehead	None
Hypotrophic frontal bone	None
Hypoplastic frontal bones	None
Hypoplasia of the frontal bone	None
Thin bone of forehead	None
