Abnormality of taste sensation	HP:0000223
Congenital adrenal hyperplasia	None
Syndrome of inappropriate antidiuretic hormone secretion	None
Inappropriate antidiuretic hormone secretion	None
SIADH	None
Inappropriate ADH secretion	None
Low blood aldosterone level	None
Decreased aldosterone	None
Hypoaldosteronism	None
Decreased circulating aldosterone level	None
Decreased aldosterone production	None
Decreased serum aldosterone	None
Mineralocorticoid insufficiency	None
Abnormal circulating insulin level	None
Decreased circulating osteocalcin level	None
Delayed adrenarche	None
Decreased inhibin B level	None
Abnormal response to CRH stimulation test	None
Abnormal response to corticotropin releasing hormone stimulation test	None
Thyroiditis	None
Thyroid gland inflammation	None
Increased pituitary glycoprotein polypeptide alpha subunit level	None
Increased pituitary glycoprotein alpha subunit level	None
Increased pituitary glycoprotein hormone alpha subunit level	None
Abnormal circulating hormone level	None
Abnormality of circulating hormone level	None
Hyperinsulinemia hypoglycemia	None
Hyperinsulinaemic hypoglycaemia	None
Hyperinsulinemic hypoglycemia	None
Beta-cell dysfunction	None
Delayed pubertal growth	None
Delayed pubertal development	None
Pubertal delay	None
Delayed puberty	None
Increased circulating 18-hydroxycortisone level	None
Abnormality of the thyroid gland	None
Thyroid abnormality	None
Thyroid disease	None
Abnormal circulating deoxycorticosterone level	None
Euthyroid multinodular goiter	None
Low parathyroid hormone	None
Decreased parathyroid hormone secretion	None
Hypoparathyroidism	None
Diffuse pancreatic islet hyperplasia	None
Increased serum serotonin	None
Thyrotoxicosis with toxic multinodular goitre	None
Elevated insulin level	None
Hyperinsulinemia	None
Increased urinary 11-deoxycorticosterone level	None
APUdoma	None
amine precursor uptake and decarboxylation tumours	None
Decreased adiponectin level	None
Low blood cortisol level	None
Decreased cortisol production	None
Low to undetectable plasma cortisol	None
Decreased circulating cortisol level	None
Plasma cortisol low	None
Hypocortisolemia	None
Glucocorticoid insufficiency	None
Hypocortisolism	None
Secondary adrenal insufficiency	None
Central adrenal insufficiency	None
Neonatal hypoparathyroidism	None
Congenital hypoparathyroidism	None
Increased plasma ACTH	None
High blood corticotropin levels	None
Increased circulating ACTH level	None
Abnormal serum estradiol	None
Abnormality of the parathyroid morphology	None
Abnormality of circulating pregnenolone level	None
Previous menstrual periods stop	None
Secondary amenorrhea	None
Abnormal shape of thyroid gland	None
Abnormality of thyroid morphology	None
Abnormal circulating aldosterone	None
Abnormal plasma aldosterone	None
Adrenocortical insufficiency	None
Addison's disease	None
Primary adrenal insufficiency	None
Addison disease	None
Primary adrenocortical failure	None
Increased T3/T4 ratio	None
Decreased circulating 18-hydroxycortisone level	None
Abnormal estrogen level	None
Abnormal circulating estrogen level	None
Abnormal circulating oestrogen level	None
Abnormal response to GnRH stimulation test	None
Abnormal response to gonadotropin-releasing hormone stimulation test	None
Premature adrenarche	None
Corticotropin-releasing hormone receptor defect	None
Corticotropin-releasing hormone receptor (CRHR) resistance	None
CRHR defect	None
Thyroid defect in oxidation and organification of iodide	None
Reduced pancreatic beta cells	None
Lingual thyroid	None
Ectopic thymus tissue	None
Abnormal thymus position	None
Decreased circulating androgen level	None
Increased serum estrone	None
Secretory adrenal adenoma	None
Secretory adrenocortical adenoma	None
Absence of pubertal development	None
Decreased activity of gonads	None
Hypogonadism	None
Neoplasm of the endocrine system	None
Endocrine neoplasia	None
Decreased serum estrone	None
Adrenocortical adenomas	None
Adrenocortical adenoma	None
Abnormal urine hormone level	None
Abnormality of urine hormone level	None
Adrenocortical cytomegaly	None
Adrenal calcification	None
Glucocorticoid-remediable familial primary aldosteronism	None
Familial primary hyperaldosteronism type 1	None
Dexamethasone-suppressible primary hyperaldosteronism	None
Impaired cortisol response to insulin stimulation test	None
Euthyroid goiter	None
Abnormal absence of menstruation	None
Amenorrhea	None
Pseudohypoaldosteronism	None
Transient neonatal diabetes mellitus	None
Increased serum estriol	None
Hypoinsulinemia	None
Elevated blood parathyroid hormone level	None
Hyperparathyroidism	None
Adrenal overactivity	None
Abnormal circulating gastrin level	None
Hypermenorrhea	None
Abnormally heavy bleeding during menstruation	None
Menorrhagia	None
Thyroid dysgenesis	None
Thyroid dysplasia	None
Secondary hyperparathyroidism	None
Abnormal thyroid hormone level	None
Precocious puberty in females	None
Parathyroid carcinoma	None
Parathyroid Cancer	None
Adrenogenital syndrome	None
Abnormal circulating progesterone level	None
Increased urinary 11-deoxycortisol level	None
Decreased function of male gonad	None
Male hypogonadism	None
Impaired cortisol response to corticotropin releasing hormone stimulation test	None
Puberty and gonadal disorders	None
Insulin-dependent but ketosis-resistant diabetes	None
Insulin-resistant diabetes mellitus at puberty	None
Primary hypothyroidism	None
Menometrorrhagia	None
Increased circulating progesterone	None
Abnormal circulating 18-hydroxycorticosterone level	None
Elevated circulating 17-hydroxyprogesterone	None
Elevated circulating 17-OHP	None
Increased serum free T3	None
Increased circulating free T3	None
Increased serum free triiodothyronine	None
Increased serum fT3	None
Abnormal endocrine physiology	None
Polymenorrhea	None
Abnormal response to corticotropin stimulation test	None
Abnormal response to adrenocorticotropic-hormone stimulation test	None
Abnormal response to ACTH stimulation test	None
Parathyroid hypoplasia	None
Underdeveloped parathyroid glands	None
Small parathyroid glands	None
Neoplasm of the pituitary gland	None
Diabetes mellitus	None
Hypogonadotrophic hypogonadism	None
Isolated hypogonadotropic hypogonadism	None
Hypogonadism, hypogonadotropic	None
Low gonadotropins (secondary hypogonadism)	None
Inguinal hernia	None
Sagging uterus	None
Uterine prolapse	None
Increased volume of facial adipose tissue	None
Facial fat hypertrophy	None
Facial fat hyperplasia	None
Increased facial adipose tissue	None
Hyperplasia of facial adipose tissue	None
Increased amount of facial fat	None
Hypertrophy of facial adipose tissue	None
Increased amount of facial adipose tissue	None
Abnormality of facial fat	None
Malformation of facial adipose tissue	None
Deformity of facial adipose tissue	None
Abnormality of facial adipose tissue	None
Decreased amount of facial fat	None
Decreased amount of facial adipose tissue	None
Loss of facial adipose tissue	None
Decreased volume of facial adipose tissue	None
Loss of facial subcutaneous adipose tissue	None
Loss of subcutaneous adipose tissue from face	None
Loss of facial fat	None
Increased fat around the neck	None
Increased adipose tissue around the neck	None
Corneal scarring	None
Enamel abnormalities	None
Abnormality of dental enamel	None
Enamel abnormality	None
Abnormal tooth enamel	None
Malformation of dental enamel	None
Defective tooth enamel	None
Malformation of tooth enamel	None
Dystrophic tooth enamel	None
Grayish enamel	None
Gray colored tooth enamel	None
Gray tooth shade	None
Greyish enamel	None
Teeth with thin dentin and large pulp chambers	None
Teeth with dentinal dysplasia	None
Shell teeth	None
Teeth with type iii dentinogenesis imperfecta	None
Dentinogenesis imperfecta	None
Amelogenesis imperfecta	None
Diaphragmatic hernia	None
Congenital diaphragmatic hernia	None
Chondrocalcinosis	None
Calcium deposits in joints	None
Atypical scarring	None
Atypical scarring of skin	None
Abnormality of subcutaneous fat tissue	None
Abnormality of fatty tissue below the skin	None
Lipomas	None
Lipomatosis	None
Multiple lipomas	None
Multiple fatty lumps	None
Subcutaneous lipoma	None
Cigarette-paper scars	None
Cigarette paper scarring	None
'cigarette paper scarring'	None
Thin, atrophic scars	None
Sunken or indented skin due to damage	None
Atrophic scars	None
Camptodactyly of 2nd-5th fingers	None
Interphalangeal joint flexion contractures	None
Interphalangeal joint contracture of finger	None
Wrist flexion deformity	None
Wrist contracture	None
Wrist flexion contracture	None
Flexion contracture	None
Flexion contractures	None
Contractures	None
Flexion contractures of joints	None
Joint contractures	None
Flexed joint that cannot be straightened	None
Joint contracture	None
Contracture	None
Umbilical hernia	None
Umbilical hernias	None
Omphalocele	None
Omphalocoele	None
Achilles tendon contractures	None
Tight achilles tendon	None
Achilles tendon contracture	None
Contractures of the Achilles tendon	None
Shortening of the achilles tendon	None
Camptodactyly of feet	None
Camptodactyly of toe	None
Hiatus hernia	None
Stomach hernia	None
Hiatal hernia	None
congenital contractures	None
Congenital joint contractures	None
Congenital contracture	None
Arthrogryposis	None
Arthrogryposis, congenital	None
Arthrogryposis multiplex	None
Arthrogryposis multiplex congenita	None
Multiple congenital contractures	None
Multiple joint contractures	None
Ventral hernia	None
Fixed flexion at the elbow joint	None
Contractures of the elbows	None
Contractures of elbows	None
Elbow contracture	None
Elbow contractures	None
Contracture of elbow joint	None
Elbow flexion contracture	None
Elbow flexion contractures	None
Elbow flexion deformity	None
Shoulder flexion contracture	None
Hamstring contractures	None
Limb joint contracture	None
Limb contractures	None
Flexion contractures of hips	None
Hip contractures	None
Hip flexion contractures	None
Flexion contracture of hips	None
Hip contracture	None
Abnormality of connective tissue	None
Loss of fat tissue below the skin in limbs	None
Loss of subcutaneous adipose tissue in limbs	None
Loss of subcutaneous adipose tissue from extremities	None
Minimal subcutaneous fat	None
Minimal fat below the skin	None
Reduced subcutaneous adipose tissue	None
Reduced subcutaneous fat	None
Decreased subcutaneous adipose tissue	None
Scanty adipose tissue	None
Reduced fat tissue below the skin	None
Decreased subcutaneous fat	None
Reduced intrathoracic adipose tissue	None
Herniated abdominal wall	None
Hernia of the abdominal wall	None
Hair loss on scalp from scarring condition	None
Cicatricial alopecia	None
Scarring alopecia of scalp	None
Inability to touch chin to chest	None
Contracture of post-cervical muscles	None
Decreased cervical spine flexion due to contractures of posterior cervical muscles	None
Incisional hernia	None
Recurrent abdominal hernia	None
Polyarticular chondrocalcinosis	None
Lack of facial subcutaneous fat	None
Lack of facial fat below the skin	None
Arthrogryposis-like hand anomaly	None
Bilateral camptodactyly	None
Dupuytren contracture	None
Distal arthrogryposis	None
Congenital foot contractures	None
Contractures, lower limbs	None
Contractures of the joints of the lower limbs	None
Contractures of the large joints	None
Flexion contracture of toe	None
Toe contractures	None
Contractures involving the toes	None
Contractures of the toes	None
Congenital foot contraction deformities	None
Joint contractures, progressive	None
Progressive flexion contractures	None
Congenital finger contractures	None
Congenital finger flexion contractures	None
Loss of fat around neck	None
Loss of adipose tissue around the neck	None
Decreased adipose tissue around neck	None
Restricted neck mobility due to contractures	None
Neck flexion contracture	None
Restricted neck movement due to contractures	None
Generalized hypoplasia of tooth enamel	None
Generalized dysplasia of tooth enamel	None
Generalized hypoplasia of dental enamel	None
Decreased enamel mineralisation	None
Mottled tooth enamel	None
Hypomineralization of enamel	None
Fluorosis of tooth enamel	None
Increased porosity of tooth enamel	None
White spot lesions of tooth enamel	None
Poorly mineralized tooth enamel	None
Thin dental enamel	None
Dysplasia of tooth enamel	None
Thin tooth enamel	None
Enamel dysplasia	None
Dental enamel hypoplasia	None
Defective enamel matrix	None
Hypoplasia of tooth enamel	None
Underdeveloped teeth enamel	None
Enamel hypoplasia	None
Hypoplasia of dental enamel	None
Adductor longus contractures	None
Inability to straighten knee	None
Knee contracture	None
Flexion contractures at both knees	None
Flexion contractures of knees	None
Flexion contracture of knees	None
Contractures of the knees	None
Knee flexion contractures	None
Knee flexion deformity	None
Knee flexion contracture	None
